id;raison_sociale;mobile;mail;latitude;longitude;type;categorie;adresse;code_postale;commune;telephone;internet;classement;marque;tourisme;;
783;La Guitoune;;;44.630062;-1.2023377;Hôtel restaurant;Cuisine traditionnelle;95  boulevard de l'Océan;;PYLA-SUR-MER;+33 5 56 22 20 00;www.laguitoune.com;;;;95; boulevard de l'Océan
784;Côte du Sud;;;44.63243;-1.203411;Hôtel restaurant;Cuisine traditionnelle;4  avenue du Figuier;;PYLA-SUR-MER;+33 5 56 83 25 00;www.cote-du-sud.com;;;;4; avenue du Figuier
785;La Co(o)rniche;;;44.602036;-1.210062;Hôtel restaurant;Cuisine traditionnelleBistrot / bar à  vinBrasserie;46  avenue Louis Gaume;;PYLA-SUR-MER;+33 5 56 22 72 11;www.lacoorniche-pyla.com;;;;46; avenue Louis Gaume
786;Etche Ona;;;44.612362;-1.2023768;Hôtel restaurant;Cuisine traditionnelleGrill;255  boulevard de l'Océan;;PYLA-SUR-MER;+33 5 56 22 72 18;www.etche-ona.com;;;;255; boulevard de l'Océan
787;Les Goëlands Bal à  Papa;;;44.61253;-1.2023465;Restaurant;Bistrot / bar à  vin;242  boulevard de l'Océan;;PYLA-SUR-MER;+33 5 56 22 73 70;www.lesgoelanfspyla.com;;;;242; boulevard de l'Océan
788;Pyla Café;;;44.575794;-1.2194824;Restaurant;BrasserieCuisine traditionnellePizzeria;Pyla Camping route de Biscarrosse;;PYLA-SUR-MER;+33 6 83 37 68 76;;;;;Pyla Camping;route de Biscarrosse
789;L'Authentic d'Eric Thore;;;44.635498;-1.2017583;Restaurant;Cuisine traditionnelle;35  boulevard de l'Océan;;PYLA-SUR-MER;+33 5 56 54 07 94;;;;;35; boulevard de l'Océan
790;La Cabane;;;44.63321;-1.2021875;Restaurant;Cuisine traditionnelle;65  boulevard de l'Océan;;PYLA-SUR-MER;+33 5 56 54 50 67;;;;;65; boulevard de l'Océan
791;La Salie Sud;;;44.521725;-1.2498664;Restaurant;Cuisine traditionnelle;Plage de la Salie Sud route de Biscarrosse;;PYLA-SUR-MER;+33 5 56 22 12 49;;;;;Plage de la Salie Sud;route de Biscarrosse
792;Le Petit Nice Sud;;;44.537632;-1.2466049;Restaurant;Cuisine traditionnelle;Plage du Petit Nice route de Biscarrosse;;PYLA-SUR-MER;+33 5 56 22 17 69;;;;;Plage du Petit Nice;route de Biscarrosse
793;Aux Deux Chènes;;;44.6329;-1.2025737;Restaurant;Cuisine traditionnelleBrasseriePizzeria;56  boulevard de l'Océan;;PYLA-SUR-MER;+33 5 57 72 00 68;;;;;56; boulevard de l'Océan
794;Chez Aldo;;;44.55268;-1.2503814;Restaurant;Cuisine traditionnelleGrill;Plage du Petit Nice route de Biscarrosse;;PYLA-SUR-MER;+33 5 56 22 17 72;;;;;Plage du Petit Nice;route de Biscarrosse
795;Haà¯tza;;;44.607212;-1.2064361;Restaurant;Cuisine traditionnelleGrill;place Louis Gaume ;;PYLA-SUR-MER;+33 5 56 22 92 99;;;;;place Louis Gaume;
796;Les Pieds sous la Table;;;44.833187;-0.4749852;Restaurant;Cuisine traditionnelle;route de Branne ;;TRESSES;+33 5 56 68 34 35;;;Maître Restaurateur;;route de Branne;
797;Banbino Pizz;;;44.837578;-0.4868172;Restaurant;Pizzeria;60  avenue de Branne;;TRESSES;+33 5 56 21 14 05;www.bambinopizz.fr;;;;60; avenue de Branne
798;Le Vatel d'Aurélie;;;44.883087;-0.336627;Hôtel restaurant;Cuisine traditionnelle;Grand Cazeau ;;VAYRES;+33 5 57 74 80 79;www.gangloff-vatel-hotel.ic-sites.com;2 cheminées2 cocottes;Qualité Tourisme;;Grand Cazeau;
799;Restaurant La Plage;;;45.37821;-1.1582616;Hôtel restaurant;Bistrot / bar à  vinCuisine traditionnelle;27 boulevard du Front de Mer ;;VENDAYS-MONTALIVET;+33 5 56 41 58 01;www.hotellocean.com;;;;27 boulevard du Front de Mer;
800;Restaurant Chez Gilles & Marika;;;45.356087;-1.0595872;Hôtel restaurant;Cuisine traditionnelle;1 route de Lesparre ;;VENDAYS-MONTALIVET;+33 5 56 41 70 34;www.chezgillesetmarika.com;;;;1 route de Lesparre;
801;Restaurant Le Marin;;;45.378147;-1.1560904;Hôtel restaurant;Cuisine traditionnelle;18 avenue de l'Océan ;;VENDAYS-MONTALIVET;+33 5 56 41 46 33;www.restaurantlemarin.fr;;;;18 avenue de l'Océan;
802;L'Arberet;;;45.359314;-1.065667;Hôtel restaurant;Cuisine traditionnelle;32  route de Soulac;33930;VENDAYS-MONTALIVET;+33 5 56 41 71 29;www.larberet.com;2 cheminées2 cocottes;Qualité Tourisme;;32; route de Soulac
803;Le Nord Sud;;;44.588215;-0.2508509;Restaurant;Cuisine traditionnelle;30  les Allées;33490;VERDELAIS;+33 5 56 62 10 45;www.lenordsud.com;;;;30; les Allées
804;La crèperie V;;;45.2506;-0.8346195;Restaurant;Crèperie; 5 rue de l'Abbaye;;VERTHEUIL;+33 5 56 41 25 12;www.le-v-en-vertheuil.com;;;;;5 rue de l'Abbaye
805;Domaine du Roi Kysmar;;;44.457752;-0.373185;Hôtel restaurant;Cuisine traditionnelle;Les étangs de Guiret ;;VILLANDRAUT;+33 5 56 25 33 91;www.tourisme-gironde.com;;;;Les étangs de Guiret;
806;Auberge La Crémaillère;;;44.45843;-0.372817;Hôtel restaurant;Cuisine traditionnelle;8  place du Général de Gaulle;33730;VILLANDRAUT;+33 5 56 25 30 67;www.aubergelacremaillere.com;2 cheminées2 cocottes;Qualité TourismeTables et Auberges de France;;8; place du Général de Gaulle
807;La Renaissance;;;44.45878;-0.3712661;Hôtel restaurant;Cuisine traditionnelle;6  place Gambetta;33730;VILLANDRAUT;+33 5 56 25 31 25;www.logishotels.com/fr/hotel-Hotel-La-Renaissance-13132.htmlÂ ;2 cheminées1 cocotte;;;6; place Gambetta
808;Le Médiéval;;;44.458527;-0.3709829;Restaurant;Bistrot / bar à  vinBrasseriePizzeria;8 place Gambetta ;;VILLANDRAUT;+33 5 56 25 81 05;;;;;8 place Gambetta;
809;Le Villagosia;;;44.966854;-0.3084003;Restaurant;Cuisine traditionnelleGrill;4 route des Palombes ;;VILLEGOUGE;+33 5 57 84 40 50;;;;;4 route des Palombes;
810;O Secret des Chou'x;;;45.078224;-0.6374751;Restaurant;Cuisine traditionnelle;1  lieu dit Roque de Thau;33710;VILLENEUVE;+33 5 57 68 19 11;;;;;1; lieu dit Roque de Thau
